#  E (eV)   dos(E)     Int dos(E) EFermi =   12.074 eV
 -16.000  0.0000E+00  0.8000E+01
 -15.990  0.0000E+00  0.8000E+01
 -15.980  0.0000E+00  0.8000E+01
 -15.970  0.0000E+00  0.8000E+01
 -15.960  0.0000E+00  0.8000E+01
 -15.950  0.0000E+00  0.8000E+01
 -15.940  0.0000E+00  0.8000E+01
 -15.930  0.0000E+00  0.8000E+01
 -15.920  0.0000E+00  0.8000E+01
 -15.910  0.0000E+00  0.8000E+01
 -15.900  0.0000E+00  0.8000E+01
 -15.890  0.0000E+00  0.8000E+01
 -15.880  0.0000E+00  0.8000E+01
 -15.870  0.0000E+00  0.8000E+01
 -15.860  0.0000E+00  0.8000E+01
 -15.850  0.0000E+00  0.8000E+01
 -15.840  0.0000E+00  0.8000E+01
 -15.830  0.0000E+00  0.8000E+01
 -15.820  0.0000E+00  0.8000E+01
 -15.810  0.0000E+00  0.8000E+01
 -15.800  0.0000E+00  0.8000E+01
 -15.790  0.0000E+00  0.8000E+01
 -15.780  0.0000E+00  0.8000E+01
 -15.770  0.0000E+00  0.8000E+01
 -15.760  0.0000E+00  0.8000E+01
 -15.750  0.0000E+00  0.8000E+01
 -15.740  0.0000E+00  0.8000E+01
 -15.730  0.0000E+00  0.8000E+01
 -15.720  0.0000E+00  0.8000E+01
 -15.710  0.0000E+00  0.8000E+01
 -15.700  0.0000E+00  0.8000E+01
 -15.690  0.0000E+00  0.8000E+01
 -15.680  0.0000E+00  0.8000E+01
 -15.670  0.0000E+00  0.8000E+01
 -15.660  0.0000E+00  0.8000E+01
 -15.650  0.0000E+00  0.8000E+01
 -15.640  0.0000E+00  0.8000E+01
 -15.630  0.0000E+00  0.8000E+01
 -15.620  0.0000E+00  0.8000E+01
 -15.610  0.0000E+00  0.8000E+01
 -15.600  0.0000E+00  0.8000E+01
 -15.590  0.0000E+00  0.8000E+01
 -15.580  0.0000E+00  0.8000E+01
 -15.570  0.0000E+00  0.8000E+01
 -15.560  0.0000E+00  0.8000E+01
 -15.550  0.0000E+00  0.8000E+01
 -15.540  0.0000E+00  0.8000E+01
 -15.530  0.0000E+00  0.8000E+01
 -15.520  0.0000E+00  0.8000E+01
 -15.510  0.0000E+00  0.8000E+01
 -15.500  0.0000E+00  0.8000E+01
 -15.490  0.0000E+00  0.8000E+01
 -15.480  0.0000E+00  0.8000E+01
 -15.470  0.0000E+00  0.8000E+01
 -15.460  0.0000E+00  0.8000E+01
 -15.450  0.0000E+00  0.8000E+01
 -15.440  0.0000E+00  0.8000E+01
 -15.430  0.0000E+00  0.8000E+01
 -15.420  0.0000E+00  0.8000E+01
 -15.410  0.0000E+00  0.8000E+01
 -15.400  0.0000E+00  0.8000E+01
 -15.390  0.0000E+00  0.8000E+01
 -15.380  0.0000E+00  0.8000E+01
 -15.370  0.0000E+00  0.8000E+01
 -15.360  0.0000E+00  0.8000E+01
 -15.350  0.0000E+00  0.8000E+01
 -15.340  0.0000E+00  0.8000E+01
 -15.330  0.0000E+00  0.8000E+01
 -15.320  0.0000E+00  0.8000E+01
 -15.310  0.0000E+00  0.8000E+01
 -15.300  0.0000E+00  0.8000E+01
 -15.290  0.0000E+00  0.8000E+01
 -15.280  0.0000E+00  0.8000E+01
 -15.270  0.0000E+00  0.8000E+01
 -15.260  0.0000E+00  0.8000E+01
 -15.250  0.0000E+00  0.8000E+01
 -15.240  0.0000E+00  0.8000E+01
 -15.230  0.0000E+00  0.8000E+01
 -15.220  0.0000E+00  0.8000E+01
 -15.210  0.0000E+00  0.8000E+01
 -15.200  0.0000E+00  0.8000E+01
 -15.190  0.0000E+00  0.8000E+01
 -15.180  0.0000E+00  0.8000E+01
 -15.170  0.0000E+00  0.8000E+01
 -15.160  0.0000E+00  0.8000E+01
 -15.150  0.0000E+00  0.8000E+01
 -15.140  0.0000E+00  0.8000E+01
 -15.130  0.0000E+00  0.8000E+01
 -15.120  0.0000E+00  0.8000E+01
 -15.110  0.0000E+00  0.8000E+01
 -15.100  0.0000E+00  0.8000E+01
 -15.090  0.0000E+00  0.8000E+01
 -15.080  0.0000E+00  0.8000E+01
 -15.070  0.0000E+00  0.8000E+01
 -15.060  0.0000E+00  0.8000E+01
 -15.050  0.0000E+00  0.8000E+01
 -15.040  0.0000E+00  0.8000E+01
 -15.030  0.0000E+00  0.8000E+01
 -15.020  0.0000E+00  0.8000E+01
 -15.010  0.0000E+00  0.8000E+01
 -15.000  0.0000E+00  0.8000E+01
 -14.990  0.0000E+00  0.8000E+01
 -14.980  0.0000E+00  0.8000E+01
 -14.970  0.0000E+00  0.8000E+01
 -14.960  0.0000E+00  0.8000E+01
 -14.950  0.0000E+00  0.8000E+01
 -14.940  0.0000E+00  0.8000E+01
 -14.930  0.0000E+00  0.8000E+01
 -14.920  0.0000E+00  0.8000E+01
 -14.910  0.0000E+00  0.8000E+01
 -14.900  0.0000E+00  0.8000E+01
 -14.890  0.0000E+00  0.8000E+01
 -14.880  0.0000E+00  0.8000E+01
 -14.870  0.0000E+00  0.8000E+01
 -14.860  0.0000E+00  0.8000E+01
 -14.850  0.0000E+00  0.8000E+01
 -14.840  0.0000E+00  0.8000E+01
 -14.830  0.0000E+00  0.8000E+01
 -14.820  0.0000E+00  0.8000E+01
 -14.810  0.0000E+00  0.8000E+01
 -14.800  0.0000E+00  0.8000E+01
 -14.790  0.0000E+00  0.8000E+01
 -14.780  0.0000E+00  0.8000E+01
 -14.770  0.0000E+00  0.8000E+01
 -14.760  0.0000E+00  0.8000E+01
